kind,id,score,blocker,recoverable_share,confidence,score_model_id,rubric_version
onet,1300,55,judgment,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,5174,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6011,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,25,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9494,60,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,12400,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3411,45,judgment,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1773,60,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14432,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3150,85,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7728,65,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,10213,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6657,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5797,85,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13085,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4212,45,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,292,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12076,5,physical,0.03,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,5057,70,interpersonal,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7807,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6584,20,physical,0.1,low,claude-fable-5,v2.0-0bc6e57d39a2
micro,7491,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5256,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4177,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,490,50,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,11889,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,916,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9541,65,interpersonal,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1310,25,interpersonal,0.12,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,6977,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7761,70,none,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,3565,3,interpersonal,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3546,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4089,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5929,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14575,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3986,45,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1557,80,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5195,90,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2528,90,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9204,40,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,6995,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11337,60,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,5249,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9032,50,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1297,70,interpersonal,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2306,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9623,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,178,65,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1621,80,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7775,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8611,8,interpersonal,0.04,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5269,70,data_access,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,9428,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,722,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2927,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3139,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8508,10,physical,0.05,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,12309,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7750,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9010,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4454,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9386,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12010,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3153,95,none,0.8,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6697,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8596,30,physical,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,8359,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,115,50,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4622,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2535,65,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1224,60,judgment,0.35,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6524,75,data_access,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2692,35,physical,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3464,55,interpersonal,0.35,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1213,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7730,35,physical,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2761,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7155,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4413,80,data_access,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7780,10,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10561,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3159,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3074,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6248,12,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,10,70,judgment,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,12364,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1293,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4338,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7366,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5447,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10775,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3304,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13196,10,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6918,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6935,10,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10723,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7565,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2658,8,physical,0.04,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4695,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7209,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10548,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4389,65,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14570,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5660,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,350,45,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1398,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4811,80,data_access,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1869,45,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,9280,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6103,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2278,20,interpersonal,0.1,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4621,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6254,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9595,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9400,45,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2950,65,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,3936,40,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,13746,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6081,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,755,85,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9526,55,interpersonal,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2614,45,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14315,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10388,70,physical,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,10629,65,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4663,40,physical,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,540,55,interpersonal,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,13754,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5556,2,interpersonal,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9550,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5580,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8646,20,physical,0.1,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3336,75,data_access,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8569,25,physical,0.12,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7507,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6320,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4819,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10677,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8665,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5136,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,4521,55,interpersonal,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,9571,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6844,85,data_access,0.55,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,8524,25,interpersonal,0.12,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,7582,10,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12593,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7501,55,physical,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4958,30,physical,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,655,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,3524,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7916,60,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6435,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7699,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12996,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9678,60,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,7018,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,342,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8529,8,physical,0.04,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6287,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,505,55,interpersonal,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,8694,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7846,70,data_access,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,7468,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9201,70,data_access,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,9074,80,data_access,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,3136,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6346,75,judgment,0.5,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7296,2,interpersonal,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5365,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,58,5,interpersonal,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11607,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1973,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1679,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13848,8,physical,0.04,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6755,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,2056,45,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,8307,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9175,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8484,40,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,840,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4151,50,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,6827,60,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,7740,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14832,2,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9956,55,physical,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3361,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5205,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3389,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1808,40,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1866,65,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2131,30,judgment,0.15,low,claude-fable-5,v2.0-0bc6e57d39a2
onet,12633,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11664,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1533,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10331,88,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7100,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9375,65,data_access,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,557,70,data_access,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,258,60,physical,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2955,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10452,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,216,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5265,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13842,45,physical,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,11608,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14674,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1817,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9580,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7981,15,physical,0.08,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1441,60,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4825,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1828,3,interpersonal,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2373,85,none,0.65,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1896,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9068,70,data_access,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,502,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7053,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7605,78,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2146,70,interpersonal,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5540,40,judgment,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4003,95,none,0.8,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8401,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,3844,25,interpersonal,0.12,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,10596,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5786,80,judgment,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9490,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,936,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6166,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,3820,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2885,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9433,50,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,3900,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1579,92,none,0.75,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8850,60,physical,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,13777,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1481,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,9600,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,651,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,5874,30,physical,0.18,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,410,50,judgment,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,12135,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1910,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7686,55,physical,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,486,70,data_access,0.45,low,claude-fable-5,v2.0-0bc6e57d39a2
onet,10400,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,32,70,judgment,0.45,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11295,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6851,30,physical,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,15357,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,752,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,15052,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,665,70,physical,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7591,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6112,50,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,7521,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1635,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,8454,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11426,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,921,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,5341,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1944,85,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14139,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11158,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,6881,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7981,72,judgment,0.48,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,9503,78,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,221,35,interpersonal,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,15253,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,1236,65,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7678,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11075,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5975,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10275,90,none,0.7,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6118,78,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12812,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,9409,50,interpersonal,0.3,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,2077,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12655,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10069,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9488,60,interpersonal,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1860,35,physical,0.2,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,5221,30,interpersonal,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,4888,78,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7371,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13920,45,judgment,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,8984,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,4615,40,interpersonal,0.25,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,813,72,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9351,15,interpersonal,0.08,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,4286,25,interpersonal,0.12,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,5673,5,physical,0.03,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,10941,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,7938,15,physical,0.08,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,9516,10,physical,0.05,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6956,5,interpersonal,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6010,70,judgment,0.45,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,14431,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,14678,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,11224,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,590,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6364,15,interpersonal,0.08,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8761,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10783,1,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,13516,3,physical,0.02,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,6237,2,physical,0.01,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,12362,5,physical,0.03,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,8806,75,none,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,10341,30,physical,0.15,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,2141,65,judgment,0.4,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,2730,82,none,0.6,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,5455,60,judgment,0.35,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,1315,75,judgment,0.5,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,9540,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,1562,72,judgment,0.48,high,claude-fable-5,v2.0-0bc6e57d39a2
micro,5253,65,judgment,0.4,medium,claude-fable-5,v2.0-0bc6e57d39a2
micro,1426,80,none,0.55,high,claude-fable-5,v2.0-0bc6e57d39a2
onet,7094,20,interpersonal,0.1,medium,claude-fable-5,v2.0-0bc6e57d39a2
onet,15017,30,judgment,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10761,15,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5024,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6667,80,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9275,85,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2735,45,judgment,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4785,45,interpersonal,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2118,80,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,385,30,judgment,0.15,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6766,65,data_access,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3147,30,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4141,55,judgment,0.3,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5984,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2770,70,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8390,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
